CHR_PATHOGENICvsBENIGN	BENIGN_SC	PATHOGENIC_SC	INTERSECTION	UNION	MINIMUM
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_GAIN_0.004_N_ADDITIONALREGIONS.txt	52412437	9250303	5799389	55863351	9250303
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_GAIN_0.004_N_ADDITIONALREGIONS.txt	52412437	153100	133953	52431584	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_GAIN_0.004_N_ADDITIONALREGIONS.txt	52412437	13050876	9882153	55581160	13050876
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.004_N_ADDITIONALREGIONS.txt	52412437	10756092	8906073	54262456	10756092
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.004_N_ADDITIONALREGIONS.txt	52412437	10557282	8858328	54111391	10557282
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_GAIN_0.004_N_ADDITIONALREGIONS.txt	52412437	6226135	4286536	54352036	6226135
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_GAIN_0.004_N_ADDITIONALREGIONS.txt	52412437	55895984	38328109	69980312	52412437
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	24710524	18439120	58683841	24710524
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	30342763	20462373	62292827	30342763
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	9398889	7551964	54259362	9398889
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	51455346	35301919	68565864	51455346
CHR17_MMS_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	30016486	20278278	62150645	30016486
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	13050876	9882153	55581160	13050876
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	9283085	5149160	56546362	9283085
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	9250303	5799389	55863351	9250303
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	153100	133953	52431584	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	13050876	9882153	55581160	13050876
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	10756092	8906073	54262456	10756092
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	10557282	8858328	54111391	10557282
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	6226135	4286536	54352036	6226135
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_GAIN_0.005_N_ADDITIONALREGIONS.txt	52412437	55895984	38328109	69980312	52412437
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	24710524	18179495	56088429	24710524
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	30342763	19762621	60137542	30342763
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	9398889	7519833	51436456	9398889
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	51455346	32932695	68080051	49557400
CHR17_MMS_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	30016486	19578526	59995360	30016486
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	13050876	9850022	52758254	13050876
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	9283085	4962842	53877643	9283085
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	9250303	5594931	53212772	9250303
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	153100	133953	49576547	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	13050876	9850022	52758254	13050876
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	10756092	8873942	51439550	10756092
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	10557282	8826197	51288485	10557282
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	6226135	3929634	51853901	6226135
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_GAIN_0.006_N_ADDITIONALREGIONS.txt	49557400	55895984	35945279	69508105	49557400
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	24710524	18042394	55294117	24710524
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	30342763	19490077	59478673	30342763
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	9398889	7505328	50519548	9398889
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	51455346	32335666	67745667	48625987
CHR17_MMS_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	30016486	19320487	59321986	30016486
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	13050876	9636286	52040577	13050876
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	9283085	4864142	53044930	9283085
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	9250303	5385346	52490944	9250303
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	153100	133953	48645134	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	13050876	9636286	52040577	13050876
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	10756092	8859437	50522642	10756092
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	10557282	8826197	50357072	10557282
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	6226135	3758791	51093331	6226135
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_GAIN_0.007_N_ADDITIONALREGIONS.txt	48625987	55895984	35176267	69345704	48625987
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	24710524	18042394	55294117	24710524
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	30342763	19490077	59478673	30342763
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	9398889	7505328	50519548	9398889
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	51455346	32335666	67745667	48625987
CHR17_MMS_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	30016486	19320487	59321986	30016486
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	13050876	9636286	52040577	13050876
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	9283085	4864142	53044930	9283085
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	9250303	5385346	52490944	9250303
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	153100	133953	48645134	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	13050876	9636286	52040577	13050876
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	10756092	8859437	50522642	10756092
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	10557282	8826197	50357072	10557282
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	6226135	3758791	51093331	6226135
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_GAIN_0.008_N_ADDITIONALREGIONS.txt	48625987	55895984	35176267	69345704	48625987
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	24710524	18042394	55294117	24710524
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	30342763	19490077	59478673	30342763
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	9398889	7505328	50519548	9398889
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	51455346	32335666	67745667	48625987
CHR17_MMS_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	30016486	19320487	59321986	30016486
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	13050876	9636286	52040577	13050876
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	9283085	4864142	53044930	9283085
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	9250303	5385346	52490944	9250303
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	153100	133953	48645134	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	13050876	9636286	52040577	13050876
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	10756092	8859437	50522642	10756092
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	10557282	8826197	50357072	10557282
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	6226135	3758791	51093331	6226135
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_GAIN_0.009_N_ADDITIONALREGIONS.txt	48625987	55895984	35176267	69345704	48625987
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	24710524	296408	27530435	3116319
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	30342763	1285907	32173175	3116319
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	9398889	46	12515162	3116319
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	51455346	1510337	53061328	3116319
CHR17_MMS_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	30016486	1285907	31846898	3116319
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	13050876	46	16167149	3116319
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	9283085	595129	11804275	3116319
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	9250303	230782	12135840	3116319
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	153100	0	3269419	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	13050876	46	16167149	3116319
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	10756092	46	13872365	3116319
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	10557282	46	13673555	3116319
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	6226135	84749	9257705	3116319
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_LOSS_0.001_N_ADDITIONALREGIONS.txt	3116319	55895984	1687754	57324549	3116319
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	24710524	296408	27530435	3116319
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	30342763	1285907	32173175	3116319
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	9398889	46	12515162	3116319
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	51455346	1510337	53061328	3116319
CHR17_MMS_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	30016486	1285907	31846898	3116319
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	13050876	46	16167149	3116319
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	9283085	595129	11804275	3116319
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	9250303	230782	12135840	3116319
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	153100	0	3269419	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	13050876	46	16167149	3116319
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	10756092	46	13872365	3116319
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	10557282	46	13673555	3116319
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	6226135	84749	9257705	3116319
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_LOSS_0.002_N_ADDITIONALREGIONS.txt	3116319	55895984	1687754	57324549	3116319
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	24710524	296408	27530435	3116319
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	30342763	1285907	32173175	3116319
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	9398889	46	12515162	3116319
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	51455346	1510337	53061328	3116319
CHR17_MMS_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	30016486	1285907	31846898	3116319
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	13050876	46	16167149	3116319
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	9283085	595129	11804275	3116319
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	9250303	230782	12135840	3116319
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	153100	0	3269419	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	13050876	46	16167149	3116319
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	10756092	46	13872365	3116319
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	10557282	46	13673555	3116319
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	6226135	84749	9257705	3116319
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_LOSS_0.003_N_ADDITIONALREGIONS.txt	3116319	55895984	1687754	57324549	3116319
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	24710524	997330	27493457	3780263
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	30342763	1266886	32856140	3780263
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	9398889	46	13179106	3780263
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	51455346	1984822	53250787	3780263
CHR17_MMS_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	30016486	1266886	32529863	3780263
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	13050876	46	16831093	3780263
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	9283085	622304	12441044	3780263
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	9250303	212825	12817741	3780263
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	153100	0	3933363	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	13050876	46	16831093	3780263
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	10756092	46	14536309	3780263
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	10557282	46	14337499	3780263
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	6226135	178438	9827960	3780263
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_LOSS_0.004_N_ADDITIONALREGIONS.txt	3780263	55895984	2162239	57514008	3780263
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	24710524	997330	27493457	3780263
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	30342763	1266886	32856140	3780263
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	9398889	46	13179106	3780263
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	51455346	1984822	53250787	3780263
CHR17_MMS_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	30016486	1266886	32529863	3780263
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	13050876	46	16831093	3780263
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	9283085	622304	12441044	3780263
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	9250303	212825	12817741	3780263
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	153100	0	3933363	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	13050876	46	16831093	3780263
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	10756092	46	14536309	3780263
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	10557282	46	14337499	3780263
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	6226135	178438	9827960	3780263
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_LOSS_0.005_N_ADDITIONALREGIONS.txt	3780263	55895984	2162239	57514008	3780263
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	24710524	1198693	27836527	4324696
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	30342763	1327977	33339482	4324696
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	9398889	94080	13629505	4324696
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	51455346	2529255	53250787	4324696
CHR17_MMS_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	30016486	1327977	33013205	4324696
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	13050876	94080	17281492	4324696
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	9283085	634556	12973225	4324696
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	9250303	212825	13362174	4324696
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	153100	0	4477796	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	13050876	94080	17281492	4324696
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	10756092	94080	14986708	4324696
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	10557282	94080	14787898	4324696
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	6226135	241125	10309706	4324696
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_LOSS_0.006_N_ADDITIONALREGIONS.txt	4324696	55895984	2706672	57514008	4324696
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	24710524	1190711	27715961	4196148
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	30342763	1339625	33199286	4196148
CHR17_CLINGEN_Pathogenic_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	9398889	94080	13500957	4196148
CHR17_OMIM_Dominant_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	51455346	2540903	53110591	4196148
CHR17_MMS_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	30016486	1339625	32873009	4196148
CHR17_Primary_CNVs_10MB_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	13050876	105692	17141332	4196148
CHR17_OMIM_Recessive_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	9283085	634592	12844641	4196148
CHR17_HIgenes_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	9250303	224437	13222014	4196148
CHR17_OMIM_OMI_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	153100	0	4349248	153100
CHR17_Primary_CNVs_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	13050876	105692	17141332	4196148
CHR17_CLINGEN+DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	10756092	94080	14858160	4196148
CHR17_DECIPHER_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	10557282	94080	14659350	4196148
CHR17_MorbidMap_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	6226135	241125	10181158	4196148
CHR17_OMIM_AllGenes_hg19.BEDvsCHR17_1_30_LOSS_0.007_N_ADDITIONALREGIONS.txt	4196148	55895984	2718320	57373812	4196148
CHR17_CooperPaper_hg19.BEDvsCHR17_1_30_LOSS_0.008_N_ADDITIONALREGIONS.txt	4196148	24710524	1190711	27715961	4196148
CHR17_ReportedCNVs_hg19.BEDvsCHR17_1_30_LOSS_0.008_N_ADDITIONALREGIONS.txt	4196148	30342763	1339625	33199286	4196148
